segment_id,forecast_as_of,day,date,survival_probability,failure_probability_by_day
SEG-002,2025-11-21,14,2025-12-05,0.99639753,0.00360247
SEG-002,2025-11-21,15,2025-12-06,0.99614005,0.00385995
SEG-002,2025-11-21,16,2025-12-07,0.99588254,0.00411746
SEG-002,2025-11-21,17,2025-12-08,0.99562502,0.00437498
SEG-002,2025-11-21,18,2025-12-09,0.99536748,0.00463252
SEG-002,2025-11-21,19,2025-12-10,0.99510992,0.00489008
SEG-002,2025-11-21,20,2025-12-11,0.99485234,0.00514766
SEG-002,2025-11-21,21,2025-12-12,0.99459473,0.00540527
SEG-002,2025-11-21,22,2025-12-13,0.99433711,0.00566289
SEG-002,2025-11-21,23,2025-12-14,0.99407947,0.00592053
SEG-002,2025-11-21,24,2025-12-15,0.99382181,0.00617819
SEG-002,2025-11-21,25,2025-12-16,0.99356413,0.00643587
SEG-002,2025-11-21,26,2025-12-17,0.99330643,0.00669357
SEG-002,2025-11-21,27,2025-12-18,0.99304871,0.00695129
SEG-002,2025-11-21,28,2025-12-19,0.99279097,0.00720903
SEG-002,2025-11-21,29,2025-12-20,0.99253322,0.00746678
SEG-002,2025-11-21,30,2025-12-21,0.99227544,0.00772456
SEG-003,2025-11-21,1,2025-11-22,0.99982622,0.00017378
SEG-003,2025-11-21,2,2025-11-23,0.99965241,0.00034759
SEG-003,2025-11-21,3,2025-11-24,0.99947858,0.00052142
SEG-003,2025-11-21,4,2025-11-25,0.99930471,0.00069529
SEG-003,2025-11-21,5,2025-11-26,0.99913081,0.00086919
SEG-003,2025-11-21,6,2025-11-27,0.99895688,0.00104312
SEG-003,2025-11-21,7,2025-11-28,0.99878293,0.00121707
SEG-003,2025-11-21,8,2025-11-29,0.99860894,0.00139106
SEG-003,2025-11-21,9,2025-11-30,0.99843493,0.00156507
SEG-003,2025-11-21,10,2025-12-01,0.99826088,0.00173912
SEG-003,2025-11-21,11,2025-12-02,0.99808681,0.00191319
SEG-003,2025-11-21,12,2025-12-03,0.99791271,0.00208729
SEG-003,2025-11-21,13,2025-12-04,0.99773858,0.00226142
SEG-003,2025-11-21,14,2025-12-05,0.99756442,0.00243558
SEG-003,2025-11-21,15,2025-12-06,0.99739023,0.00260977
SEG-003,2025-11-21,16,2025-12-07,0.99721601,0.00278399
SEG-003,2025-11-21,17,2025-12-08,0.99704177,0.00295823
SEG-003,2025-11-21,18,2025-12-09,0.9968675,0.0031325
SEG-003,2025-11-21,19,2025-12-10,0.99669319,0.00330681
SEG-003,2025-11-21,20,2025-12-11,0.99651886,0.00348114
SEG-003,2025-11-21,21,2025-12-12,0.99634451,0.00365549
SEG-003,2025-11-21,22,2025-12-13,0.99617012,0.00382988
SEG-003,2025-11-21,23,2025-12-14,0.99599571,0.00400429
SEG-003,2025-11-21,24,2025-12-15,0.99582126,0.00417874
SEG-003,2025-11-21,25,2025-12-16,0.99564679,0.00435321
SEG-003,2025-11-21,26,2025-12-17,0.9954723,0.0045277
SEG-003,2025-11-21,27,2025-12-18,0.99529777,0.00470223
SEG-003,2025-11-21,28,2025-12-19,0.99512322,0.00487678
SEG-003,2025-11-21,29,2025-12-20,0.99494864,0.00505136
SEG-003,2025-11-21,30,2025-12-21,0.99477403,0.00522597
SEG-004,2025-11-21,1,2025-11-22,0.99993103,6.897e-05
SEG-004,2025-11-21,2,2025-11-23,0.99986204,0.00013796
SEG-004,2025-11-21,3,2025-11-24,0.99979304,0.00020696
SEG-004,2025-11-21,4,2025-11-25,0.99972401,0.00027599
SEG-004,2025-11-21,5,2025-11-26,0.99965497,0.00034503
SEG-004,2025-11-21,6,2025-11-27,0.99958591,0.00041409
SEG-004,2025-11-21,7,2025-11-28,0.99951682,0.00048318
SEG-004,2025-11-21,8,2025-11-29,0.99944772,0.00055228
SEG-004,2025-11-21,9,2025-11-30,0.9993786,0.0006214
SEG-004,2025-11-21,10,2025-12-01,0.99930946,0.00069054
SEG-004,2025-11-21,11,2025-12-02,0.99924031,0.00075969
SEG-004,2025-11-21,12,2025-12-03,0.99917113,0.00082887
SEG-004,2025-11-21,13,2025-12-04,0.99910194,0.00089806
SEG-004,2025-11-21,14,2025-12-05,0.99903272,0.00096728
SEG-004,2025-11-21,15,2025-12-06,0.99896349,0.00103651
SEG-004,2025-11-21,16,2025-12-07,0.99889424,0.00110576
SEG-004,2025-11-21,17,2025-12-08,0.99882497,0.00117503
SEG-004,2025-11-21,18,2025-12-09,0.99875568,0.00124432
SEG-004,2025-11-21,19,2025-12-10,0.99868637,0.00131363
SEG-004,2025-11-21,20,2025-12-11,0.99861705,0.00138295
SEG-004,2025-11-21,21,2025-12-12,0.99854771,0.00145229
SEG-004,2025-11-21,22,2025-12-13,0.99847834,0.00152166
SEG-004,2025-11-21,23,2025-12-14,0.99840896,0.00159104
SEG-004,2025-11-21,24,2025-12-15,0.99833956,0.00166044
SEG-004,2025-11-21,25,2025-12-16,0.99827015,0.00172985
SEG-004,2025-11-21,26,2025-12-17,0.99820071,0.00179929
SEG-004,2025-11-21,27,2025-12-18,0.99813126,0.00186874
SEG-004,2025-11-21,28,2025-12-19,0.99806178,0.00193822
SEG-004,2025-11-21,29,2025-12-20,0.99799229,0.00200771
SEG-004,2025-11-21,30,2025-12-21,0.99792278,0.00207722
SEG-005,2025-11-21,1,2025-11-22,0.99977594,0.00022406
SEG-005,2025-11-21,2,2025-11-23,0.99955185,0.00044815
SEG-005,2025-11-21,3,2025-11-24,0.99932773,0.00067227
SEG-005,2025-11-21,4,2025-11-25,0.99910359,0.00089641
SEG-005,2025-11-21,5,2025-11-26,0.99887942,0.00112058
SEG-005,2025-11-21,6,2025-11-27,0.99865522,0.00134478
SEG-005,2025-11-21,7,2025-11-28,0.99843099,0.00156901
SEG-005,2025-11-21,8,2025-11-29,0.99820674,0.00179326
SEG-005,2025-11-21,9,2025-11-30,0.99798247,0.00201753
SEG-005,2025-11-21,10,2025-12-01,0.99775816,0.00224184
SEG-005,2025-11-21,11,2025-12-02,0.99753383,0.00246617
SEG-005,2025-11-21,12,2025-12-03,0.99730948,0.00269052
SEG-005,2025-11-21,13,2025-12-04,0.9970851,0.0029149
SEG-005,2025-11-21,14,2025-12-05,0.99686069,0.00313931
SEG-005,2025-11-21,15,2025-12-06,0.99663626,0.00336374
SEG-005,2025-11-21,16,2025-12-07,0.9964118,0.0035882
SEG-005,2025-11-21,17,2025-12-08,0.99618732,0.00381268
SEG-005,2025-11-21,18,2025-12-09,0.99596281,0.00403719
SEG-005,2025-11-21,19,2025-12-10,0.99573827,0.00426173
SEG-005,2025-11-21,20,2025-12-11,0.99551372,0.00448628
SEG-005,2025-11-21,21,2025-12-12,0.99528913,0.00471087
SEG-005,2025-11-21,22,2025-12-13,0.99506452,0.00493548
SEG-005,2025-11-21,23,2025-12-14,0.99483989,0.00516011
SEG-005,2025-11-21,24,2025-12-15,0.99461523,0.00538477
SEG-005,2025-11-21,25,2025-12-16,0.99439055,0.00560945
SEG-005,2025-11-21,26,2025-12-17,0.99416585,0.00583415
SEG-005,2025-11-21,27,2025-12-18,0.99394112,0.00605888
SEG-005,2025-11-21,28,2025-12-19,0.99371636,0.00628364
SEG-005,2025-11-21,29,2025-12-20,0.99349158,0.00650842
SEG-005,2025-11-21,30,2025-12-21,0.99326678,0.00673322
SEG-006,2025-11-21,1,2025-11-22,0.99988093,0.00011907
SEG-006,2025-11-21,2,2025-11-23,0.99976183,0.00023817
SEG-006,2025-11-21,3,2025-11-24,0.99964271,0.00035729
SEG-006,2025-11-21,4,2025-11-25,0.99952356,0.00047644
SEG-006,2025-11-21,5,2025-11-26,0.99940438,0.00059562
SEG-006,2025-11-21,6,2025-11-27,0.99928518,0.00071482
SEG-006,2025-11-21,7,2025-11-28,0.99916595,0.00083405
SEG-006,2025-11-21,8,2025-11-29,0.99904669,0.00095331
SEG-006,2025-11-21,9,2025-11-30,0.9989274,0.0010726
SEG-006,2025-11-21,10,2025-12-01,0.99880809,0.00119191
SEG-006,2025-11-21,11,2025-12-02,0.99868876,0.00131124
SEG-006,2025-11-21,12,2025-12-03,0.99856939,0.00143061
SEG-006,2025-11-21,13,2025-12-04,0.99845,0.00155
SEG-006,2025-11-21,14,2025-12-05,0.99833059,0.00166941
SEG-006,2025-11-21,15,2025-12-06,0.99821114,0.00178886
SEG-006,2025-11-21,16,2025-12-07,0.99809168,0.00190832
SEG-006,2025-11-21,17,2025-12-08,0.99797218,0.00202782
SEG-006,2025-11-21,18,2025-12-09,0.99785266,0.00214734
SEG-006,2025-11-21,19,2025-12-10,0.99773311,0.00226689
SEG-006,2025-11-21,20,2025-12-11,0.99761354,0.00238646
SEG-006,2025-11-21,21,2025-12-12,0.99749394,0.00250606
SEG-006,2025-11-21,22,2025-12-13,0.99737432,0.00262568
SEG-006,2025-11-21,23,2025-12-14,0.99725467,0.00274533
SEG-006,2025-11-21,24,2025-12-15,0.99713499,0.00286501
SEG-006,2025-11-21,25,2025-12-16,0.99701529,0.00298471
SEG-006,2025-11-21,26,2025-12-17,0.99689556,0.00310444
SEG-006,2025-11-21,27,2025-12-18,0.99677581,0.00322419
SEG-006,2025-11-21,28,2025-12-19,0.99665603,0.00334397
SEG-006,2025-11-21,29,2025-12-20,0.99653623,0.00346377
SEG-006,2025-11-21,30,2025-12-21,0.9964164,0.0035836
SEG-007,2025-11-21,1,2025-11-22,0.99947576,0.00052424
SEG-007,2025-11-21,2,2025-11-23,0.99895162,0.00104838
SEG-007,2025-11-21,3,2025-11-24,0.99842757,0.00157243
SEG-007,2025-11-21,4,2025-11-25,0.99790362,0.00209638
SEG-007,2025-11-21,5,2025-11-26,0.99737976,0.00262024
SEG-007,2025-11-21,6,2025-11-27,0.996856,0.003144
SEG-007,2025-11-21,7,2025-11-28,0.99633233,0.00366767
SEG-007,2025-11-21,8,2025-11-29,0.99580876,0.00419124
SEG-007,2025-11-21,9,2025-11-30,0.99528528,0.00471472
SEG-007,2025-11-21,10,2025-12-01,0.9947619,0.0052381
SEG-007,2025-11-21,11,2025-12-02,0.99423862,0.00576138
SEG-007,2025-11-21,12,2025-12-03,0.99371544,0.00628456
SEG-007,2025-11-21,13,2025-12-04,0.99319235,0.00680765
SEG-007,2025-11-21,14,2025-12-05,0.99266936,0.00733064
SEG-007,2025-11-21,15,2025-12-06,0.99214646,0.00785354
SEG-007,2025-11-21,16,2025-12-07,0.99162367,0.00837633
SEG-007,2025-11-21,17,2025-12-08,0.99110098,0.00889902
SEG-007,2025-11-21,18,2025-12-09,0.99057838,0.00942162
SEG-007,2025-11-21,19,2025-12-10,0.99005588,0.00994412
SEG-007,2025-11-21,20,2025-12-11,0.98953349,0.01046651
SEG-007,2025-11-21,21,2025-12-12,0.98901119,0.01098881
SEG-007,2025-11-21,22,2025-12-13,0.98848899,0.01151101
SEG-007,2025-11-21,23,2025-12-14,0.9879669,0.0120331
SEG-007,2025-11-21,24,2025-12-15,0.9874449,0.0125551
SEG-007,2025-11-21,25,2025-12-16,0.98692301,0.01307699
SEG-007,2025-11-21,26,2025-12-17,0.98640122,0.01359878
SEG-007,2025-11-21,27,2025-12-18,0.98587953,0.01412047
SEG-007,2025-11-21,28,2025-12-19,0.98535794,0.01464206
SEG-007,2025-11-21,29,2025-12-20,0.98483645,0.01516355
SEG-007,2025-11-21,30,2025-12-21,0.98431507,0.01568493
SEG-008,2025-11-21,1,2025-11-22,0.99991069,8.931e-05
SEG-008,2025-11-21,2,2025-11-23,0.99982136,0.00017864
SEG-008,2025-11-21,3,2025-11-24,0.999732,0.000268
SEG-008,2025-11-21,4,2025-11-25,0.99964263,0.00035737
SEG-008,2025-11-21,5,2025-11-26,0.99955323,0.00044677
SEG-008,2025-11-21,6,2025-11-27,0.9994638,0.0005362
SEG-008,2025-11-21,7,2025-11-28,0.99937436,0.00062564
SEG-008,2025-11-21,8,2025-11-29,0.99928489,0.00071511
SEG-008,2025-11-21,9,2025-11-30,0.9991954,0.0008046
SEG-008,2025-11-21,10,2025-12-01,0.99910588,0.00089412
SEG-008,2025-11-21,11,2025-12-02,0.99901635,0.00098365
SEG-008,2025-11-21,12,2025-12-03,0.99892679,0.00107321
SEG-008,2025-11-21,13,2025-12-04,0.99883721,0.00116279
SEG-008,2025-11-21,14,2025-12-05,0.9987476,0.0012524
SEG-008,2025-11-21,15,2025-12-06,0.99865798,0.00134202
SEG-008,2025-11-21,16,2025-12-07,0.99856833,0.00143167
SEG-008,2025-11-21,17,2025-12-08,0.99847866,0.00152134
SEG-008,2025-11-21,18,2025-12-09,0.99838897,0.00161103
SEG-008,2025-11-21,19,2025-12-10,0.99829925,0.00170075
SEG-008,2025-11-21,20,2025-12-11,0.99820952,0.00179048
SEG-008,2025-11-21,21,2025-12-12,0.99811976,0.00188024
SEG-008,2025-11-21,22,2025-12-13,0.99802998,0.00197002
SEG-008,2025-11-21,23,2025-12-14,0.99794017,0.00205983
SEG-008,2025-11-21,24,2025-12-15,0.99785035,0.00214965
SEG-008,2025-11-21,25,2025-12-16,0.9977605,0.0022395
SEG-008,2025-11-21,26,2025-12-17,0.99767063,0.00232937
SEG-008,2025-11-21,27,2025-12-18,0.99758074,0.00241926
SEG-008,2025-11-21,28,2025-12-19,0.99749083,0.00250917
SEG-008,2025-11-21,29,2025-12-20,0.99740089,0.00259911
SEG-008,2025-11-21,30,2025-12-21,0.99731094,0.00268906
SEG-009,2025-11-21,1,2025-11-22,0.99984569,0.00015431
SEG-009,2025-11-21,2,2025-11-23,0.99969135,0.00030865
SEG-009,2025-11-21,3,2025-11-24,0.99953698,0.00046302
SEG-009,2025-11-21,4,2025-11-25,0.99938259,0.00061741
SEG-009,2025-11-21,5,2025-11-26,0.99922816,0.00077184
SEG-009,2025-11-21,6,2025-11-27,0.99907371,0.00092629
SEG-009,2025-11-21,7,2025-11-28,0.99891922,0.00108078
SEG-009,2025-11-21,8,2025-11-29,0.99876471,0.00123529
SEG-009,2025-11-21,9,2025-11-30,0.99861016,0.00138984
SEG-009,2025-11-21,10,2025-12-01,0.99845559,0.00154441
SEG-009,2025-11-21,11,2025-12-02,0.99830099,0.00169901
SEG-009,2025-11-21,12,2025-12-03,0.99814636,0.00185364
SEG-009,2025-11-21,13,2025-12-04,0.99799171,0.00200829
SEG-009,2025-11-21,14,2025-12-05,0.99783702,0.00216298
SEG-009,2025-11-21,15,2025-12-06,0.9976823,0.0023177
SEG-009,2025-11-21,16,2025-12-07,0.99752756,0.00247244
SEG-009,2025-11-21,17,2025-12-08,0.99737279,0.00262721
SEG-009,2025-11-21,18,2025-12-09,0.99721799,0.00278201
SEG-009,2025-11-21,19,2025-12-10,0.99706316,0.00293684
SEG-009,2025-11-21,20,2025-12-11,0.9969083,0.0030917
SEG-009,2025-11-21,21,2025-12-12,0.99675342,0.00324658
SEG-009,2025-11-21,22,2025-12-13,0.99659851,0.00340149
SEG-009,2025-11-21,23,2025-12-14,0.99644357,0.00355643
SEG-009,2025-11-21,24,2025-12-15,0.9962886,0.0037114
SEG-009,2025-11-21,25,2025-12-16,0.9961336,0.0038664
SEG-009,2025-11-21,26,2025-12-17,0.99597858,0.00402142
SEG-009,2025-11-21,27,2025-12-18,0.99582353,0.00417647
SEG-009,2025-11-21,28,2025-12-19,0.99566845,0.00433155
SEG-009,2025-11-21,29,2025-12-20,0.99551335,0.00448665
SEG-009,2025-11-21,30,2025-12-21,0.99535821,0.00464179
SEG-010,2025-11-21,1,2025-11-22,0.99998727,1.273e-05
SEG-010,2025-11-21,2,2025-11-23,0.99997454,2.546e-05
SEG-010,2025-11-21,3,2025-11-24,0.9999618,3.82e-05
SEG-010,2025-11-21,4,2025-11-25,0.99994906,5.094e-05
SEG-010,2025-11-21,5,2025-11-26,0.99993632,6.368e-05
SEG-010,2025-11-21,6,2025-11-27,0.99992357,7.643e-05
SEG-010,2025-11-21,7,2025-11-28,0.99991082,8.918e-05
SEG-010,2025-11-21,8,2025-11-29,0.99989806,0.00010194
SEG-010,2025-11-21,9,2025-11-30,0.9998853,0.0001147
SEG-010,2025-11-21,10,2025-12-01,0.99987253,0.00012747
SEG-010,2025-11-21,11,2025-12-02,0.99985976,0.00014024
SEG-010,2025-11-21,12,2025-12-03,0.99984699,0.00015301
SEG-010,2025-11-21,13,2025-12-04,0.99983421,0.00016579
SEG-010,2025-11-21,14,2025-12-05,0.99982143,0.00017857
SEG-010,2025-11-21,15,2025-12-06,0.99980864,0.00019136
SEG-010,2025-11-21,16,2025-12-07,0.99979585,0.00020415
SEG-010,2025-11-21,17,2025-12-08,0.99978306,0.00021694
SEG-010,2025-11-21,18,2025-12-09,0.99977026,0.00022974
SEG-010,2025-11-21,19,2025-12-10,0.99975745,0.00024255
SEG-010,2025-11-21,20,2025-12-11,0.99974465,0.00025535
SEG-010,2025-11-21,21,2025-12-12,0.99973184,0.00026816
SEG-010,2025-11-21,22,2025-12-13,0.99971902,0.00028098
SEG-010,2025-11-21,23,2025-12-14,0.9997062,0.0002938
SEG-010,2025-11-21,24,2025-12-15,0.99969338,0.00030662
SEG-010,2025-11-21,25,2025-12-16,0.99968055,0.00031945
SEG-010,2025-11-21,26,2025-12-17,0.99966772,0.00033228
SEG-010,2025-11-21,27,2025-12-18,0.99965488,0.00034512
SEG-010,2025-11-21,28,2025-12-19,0.99964204,0.00035796
SEG-010,2025-11-21,29,2025-12-20,0.9996292,0.0003708
SEG-010,2025-11-21,30,2025-12-21,0.99961635,0.00038365
SEG-011,2025-11-21,1,2025-11-22,0.99998326,1.674e-05
SEG-011,2025-11-21,2,2025-11-23,0.99996651,3.349e-05
SEG-011,2025-11-21,3,2025-11-24,0.99994976,5.024e-05
SEG-011,2025-11-21,4,2025-11-25,0.999933,6.7e-05
SEG-011,2025-11-21,5,2025-11-26,0.99991623,8.377e-05
SEG-011,2025-11-21,6,2025-11-27,0.99989946,0.00010054
SEG-011,2025-11-21,7,2025-11-28,0.99988269,0.00011731
SEG-011,2025-11-21,8,2025-11-29,0.99986591,0.00013409
SEG-011,2025-11-21,9,2025-11-30,0.99984912,0.00015088
SEG-011,2025-11-21,10,2025-12-01,0.99983233,0.00016767
SEG-011,2025-11-21,11,2025-12-02,0.99981553,0.00018447
SEG-011,2025-11-21,12,2025-12-03,0.99979873,0.00020127
SEG-011,2025-11-21,13,2025-12-04,0.99978192,0.00021808
SEG-011,2025-11-21,14,2025-12-05,0.99976511,0.00023489
SEG-011,2025-11-21,15,2025-12-06,0.99974829,0.00025171
SEG-011,2025-11-21,16,2025-12-07,0.99973147,0.00026853
SEG-011,2025-11-21,17,2025-12-08,0.99971464,0.00028536
SEG-011,2025-11-21,18,2025-12-09,0.9996978,0.0003022
SEG-011,2025-11-21,19,2025-12-10,0.99968096,0.00031904
SEG-011,2025-11-21,20,2025-12-11,0.99966412,0.00033588
SEG-011,2025-11-21,21,2025-12-12,0.99964727,0.00035273
SEG-011,2025-11-21,22,2025-12-13,0.99963041,0.00036959
SEG-011,2025-11-21,23,2025-12-14,0.99961355,0.00038645
SEG-011,2025-11-21,24,2025-12-15,0.99959668,0.00040332
SEG-011,2025-11-21,25,2025-12-16,0.99957981,0.00042019
SEG-011,2025-11-21,26,2025-12-17,0.99956293,0.00043707
SEG-011,2025-11-21,27,2025-12-18,0.99954605,0.00045395
SEG-011,2025-11-21,28,2025-12-19,0.99952916,0.00047084
SEG-011,2025-11-21,29,2025-12-20,0.99951227,0.00048773
SEG-011,2025-11-21,30,2025-12-21,0.99949537,0.00050463
SEG-012,2025-11-21,1,2025-11-22,0.9999326,6.74e-05
SEG-012,2025-11-21,2,2025-11-23,0.99986518,0.00013482
SEG-012,2025-11-21,3,2025-11-24,0.99979774,0.00020226
SEG-012,2025-11-21,4,2025-11-25,0.99973028,0.00026972
SEG-012,2025-11-21,5,2025-11-26,0.9996628,0.0003372
SEG-012,2025-11-21,6,2025-11-27,0.99959531,0.00040469
SEG-012,2025-11-21,7,2025-11-28,0.99952779,0.00047221
SEG-012,2025-11-21,8,2025-11-29,0.99946026,0.00053974
SEG-012,2025-11-21,9,2025-11-30,0.99939271,0.00060729
SEG-012,2025-11-21,10,2025-12-01,0.99932514,0.00067486
SEG-012,2025-11-21,11,2025-12-02,0.99925755,0.00074245
SEG-012,2025-11-21,12,2025-12-03,0.99918994,0.00081006
SEG-012,2025-11-21,13,2025-12-04,0.99912232,0.00087768
SEG-012,2025-11-21,14,2025-12-05,0.99905468,0.00094532
SEG-012,2025-11-21,15,2025-12-06,0.99898701,0.00101299
SEG-012,2025-11-21,16,2025-12-07,0.99891933,0.00108067
SEG-012,2025-11-21,17,2025-12-08,0.99885163,0.00114837
SEG-012,2025-11-21,18,2025-12-09,0.99878392,0.00121608
SEG-012,2025-11-21,19,2025-12-10,0.99871618,0.00128382
SEG-012,2025-11-21,20,2025-12-11,0.99864843,0.00135157
SEG-012,2025-11-21,21,2025-12-12,0.99858066,0.00141934
SEG-012,2025-11-21,22,2025-12-13,0.99851287,0.00148713
SEG-012,2025-11-21,23,2025-12-14,0.99844506,0.00155494
SEG-012,2025-11-21,24,2025-12-15,0.99837723,0.00162277
SEG-012,2025-11-21,25,2025-12-16,0.99830939,0.00169061
SEG-012,2025-11-21,26,2025-12-17,0.99824153,0.00175847
SEG-012,2025-11-21,27,2025-12-18,0.99817365,0.00182635
SEG-012,2025-11-21,28,2025-12-19,0.99810575,0.00189425
SEG-012,2025-11-21,29,2025-12-20,0.99803783,0.00196217
SEG-012,2025-11-21,30,2025-12-21,0.9979699,0.0020301
SEG-013,2025-11-21,1,2025-11-22,0.99993649,6.351e-05
SEG-013,2025-11-21,2,2025-11-23,0.99987296,0.00012704
SEG-013,2025-11-21,3,2025-11-24,0.99980941,0.00019059
SEG-013,2025-11-21,4,2025-11-25,0.99974585,0.00025415
SEG-013,2025-11-21,5,2025-11-26,0.99968227,0.00031773
SEG-013,2025-11-21,6,2025-11-27,0.99961867,0.00038133
SEG-013,2025-11-21,7,2025-11-28,0.99955505,0.00044495
SEG-013,2025-11-21,8,2025-11-29,0.99949141,0.00050859
SEG-013,2025-11-21,9,2025-11-30,0.99942776,0.00057224
SEG-013,2025-11-21,10,2025-12-01,0.99936409,0.00063591
SEG-013,2025-11-21,11,2025-12-02,0.9993004,0.0006996
SEG-013,2025-11-21,12,2025-12-03,0.99923669,0.00076331
SEG-013,2025-11-21,13,2025-12-04,0.99917297,0.00082703
SEG-013,2025-11-21,14,2025-12-05,0.99910923,0.00089077
SEG-013,2025-11-21,15,2025-12-06,0.99904547,0.00095453
SEG-013,2025-11-21,16,2025-12-07,0.99898169,0.00101831
SEG-013,2025-11-21,17,2025-12-08,0.9989179,0.0010821
SEG-013,2025-11-21,18,2025-12-09,0.99885409,0.00114591
SEG-013,2025-11-21,19,2025-12-10,0.99879026,0.00120974
SEG-013,2025-11-21,20,2025-12-11,0.99872641,0.00127359
SEG-013,2025-11-21,21,2025-12-12,0.99866255,0.00133745
SEG-013,2025-11-21,22,2025-12-13,0.99859867,0.00140133
SEG-013,2025-11-21,23,2025-12-14,0.99853477,0.00146523
SEG-013,2025-11-21,24,2025-12-15,0.99847085,0.00152915
SEG-013,2025-11-21,25,2025-12-16,0.99840692,0.00159308
SEG-013,2025-11-21,26,2025-12-17,0.99834297,0.00165703
SEG-013,2025-11-21,27,2025-12-18,0.998279,0.001721
SEG-013,2025-11-21,28,2025-12-19,0.99821502,0.00178498
SEG-013,2025-11-21,29,2025-12-20,0.99815101,0.00184899
SEG-013,2025-11-21,30,2025-12-21,0.99808699,0.00191301
SEG-014,2025-11-21,1,2025-11-22,0.99978946,0.00021054
SEG-014,2025-11-21,2,2025-11-23,0.9995789,0.0004211
SEG-014,2025-11-21,3,2025-11-24,0.99936831,0.00063169
SEG-014,2025-11-21,4,2025-11-25,0.99915769,0.00084231
SEG-014,2025-11-21,5,2025-11-26,0.99894704,0.00105296
SEG-014,2025-11-21,6,2025-11-27,0.99873637,0.00126363
SEG-014,2025-11-21,7,2025-11-28,0.99852566,0.00147434
SEG-014,2025-11-21,8,2025-11-29,0.99831493,0.00168507
SEG-014,2025-11-21,9,2025-11-30,0.99810417,0.00189583
SEG-014,2025-11-21,10,2025-12-01,0.99789338,0.00210662
SEG-014,2025-11-21,11,2025-12-02,0.99768257,0.00231743
SEG-014,2025-11-21,12,2025-12-03,0.99747173,0.00252827
SEG-014,2025-11-21,13,2025-12-04,0.99726086,0.00273914
SEG-014,2025-11-21,14,2025-12-05,0.99704997,0.00295003
SEG-014,2025-11-21,15,2025-12-06,0.99683904,0.00316096
SEG-014,2025-11-21,16,2025-12-07,0.99662809,0.00337191
SEG-014,2025-11-21,17,2025-12-08,0.99641712,0.00358288
SEG-014,2025-11-21,18,2025-12-09,0.99620612,0.00379388
SEG-014,2025-11-21,19,2025-12-10,0.99599509,0.00400491
