task_id,segment_id,department,min_duration_hrs,preferred_window,claimed_criticality,defect_count,avg_severity,max_severity,failure_probability_30d,risk_score,risk_normalized,evidence_score,claim_ratio,inflated_claim,claim_status,claimed_priority,auction_score,priority_score,auction_rank,segment_group,normalized_window
TASK-00011,SEG-002,Engineering,4.81,07:00-11:00,5,1.0,0.0,0.0,1.0,100.0,1.0,0.6,1.0,False,SUPPORTED,1.0,0.86,86.0,1,0,07:00-11:00
TASK-00458,SEG-039,S&T,6.24,07:00-11:00,4,1.0,0.0,0.0,1.0,100.0,1.0,0.6,0.8,False,SUPPORTED,0.8,0.7999999999999999,80.0,15,0,07:00-11:00
TASK-00463,SEG-039,S&T,1.81,07:00-11:00,4,1.0,0.0,0.0,1.0,100.0,1.0,0.6,0.8,False,SUPPORTED,0.8,0.7999999999999999,80.0,17,0,07:00-11:00
TASK-00461,SEG-039,S&T,7.25,07:00-11:00,4,1.0,0.0,0.0,1.0,100.0,1.0,0.6,0.8,False,SUPPORTED,0.8,0.7999999999999999,80.0,16,0,07:00-11:00
TASK-00464,SEG-039,S&T,3.78,07:00-11:00,3,1.0,0.0,0.0,1.0,100.0,1.0,0.6,0.6,False,SUPPORTED,0.6,0.7400000000000001,74.0,18,0,07:00-11:00
TASK-00460,SEG-039,S&T,2.41,07:00-11:00,1,1.0,0.0,0.0,1.0,100.0,1.0,0.6,0.2,False,SUPPORTED,0.2,0.62,62.0,20,0,07:00-11:00
TASK-00467,SEG-039,S&T,5.36,07:00-11:00,1,1.0,0.0,0.0,1.0,100.0,1.0,0.6,0.2,False,SUPPORTED,0.2,0.62,62.0,23,0,07:00-11:00
TASK-00462,SEG-039,S&T,1.57,07:00-11:00,1,1.0,0.0,0.0,1.0,100.0,1.0,0.6,0.2,False,SUPPORTED,0.2,0.62,62.0,21,0,07:00-11:00
TASK-00465,SEG-039,S&T,4.43,07:00-11:00,1,1.0,0.0,0.0,1.0,100.0,1.0,0.6,0.2,False,SUPPORTED,0.2,0.62,62.0,22,0,07:00-11:00
TASK-00457,SEG-039,S&T,5.33,07:00-11:00,1,1.0,0.0,0.0,1.0,100.0,1.0,0.6,0.2,False,SUPPORTED,0.2,0.62,62.0,19,0,07:00-11:00
TASK-00512,SEG-043,Engineering,6.62,07:00-11:00,4,2.0,0.0,0.0,0.2911532,29.115318,0.29115318,0.174691914,0.8,False,SUPPORTED,0.8,0.40304578589999995,40.3,24,0,07:00-11:00
TASK-00507,SEG-043,Engineering,4.13,07:00-11:00,3,2.0,0.0,0.0,0.2911532,29.115318,0.29115318,0.174691914,0.6,False,SUPPORTED,0.6,0.3430457859,34.3,25,0,07:00-11:00
TASK-00510,SEG-043,Engineering,4.56,07:00-11:00,2,2.0,0.0,0.0,0.2911532,29.115318,0.29115318,0.174691914,0.4,False,SUPPORTED,0.4,0.28304578589999996,28.3,28,0,07:00-11:00
TASK-00509,SEG-043,Engineering,3.45,07:00-11:00,2,2.0,0.0,0.0,0.2911532,29.115318,0.29115318,0.174691914,0.4,False,SUPPORTED,0.4,0.28304578589999996,28.3,27,0,07:00-11:00
TASK-00508,SEG-043,Engineering,6.22,07:00-11:00,2,2.0,0.0,0.0,0.2911532,29.115318,0.29115318,0.174691914,0.4,False,SUPPORTED,0.4,0.28304578589999996,28.3,26,0,07:00-11:00
TASK-00160,SEG-014,Engineering,6.35,07:00-11:00,4,1.0,0.0,0.0,0.0062129498,0.621295,0.00621295,0.00372776994,0.8,False,SUPPORTED,0.8,0.24347925194899997,24.35,29,0,07:00-11:00
TASK-00162,SEG-014,Engineering,2.17,07:00-11:00,4,1.0,0.0,0.0,0.0062129498,0.621295,0.00621295,0.00372776994,0.8,False,SUPPORTED,0.8,0.24347925194899997,24.35,30,0,07:00-11:00
TASK-00343,SEG-028,S&T,7.98,07:00-11:00,4,0.0,0.0,0.0,0.004336059,0.4336059,0.004336059,0.0026016354,0.8,False,SUPPORTED,0.8,0.24242819304,24.24,32,0,07:00-11:00
TASK-00341,SEG-028,S&T,3.39,07:00-11:00,4,0.0,0.0,0.0,0.004336059,0.4336059,0.004336059,0.0026016354,0.8,False,SUPPORTED,0.8,0.24242819304,24.24,31,0,07:00-11:00
TASK-00240,SEG-020,Engineering,4.99,07:00-11:00,4,1.0,0.0,0.0,0.004031539,0.4031539,0.004031539,0.0024189233999999996,0.8,False,SUPPORTED,0.8,0.24225766184,24.23,36,0,07:00-11:00
TASK-00237,SEG-020,Engineering,6.19,07:00-11:00,4,1.0,0.0,0.0,0.004031539,0.4031539,0.004031539,0.0024189233999999996,0.8,False,SUPPORTED,0.8,0.24225766184,24.23,35,0,07:00-11:00
TASK-00236,SEG-020,Engineering,7.12,07:00-11:00,4,1.0,0.0,0.0,0.004031539,0.4031539,0.004031539,0.0024189233999999996,0.8,False,SUPPORTED,0.8,0.24225766184,24.23,34,0,07:00-11:00
TASK-00234,SEG-020,Engineering,6.27,07:00-11:00,4,1.0,0.0,0.0,0.004031539,0.4031539,0.004031539,0.0024189233999999996,0.8,False,SUPPORTED,0.8,0.24225766184,24.23,33,0,07:00-11:00
TASK-00137,SEG-012,Electrical,5.73,07:00-11:00,4,0.0,0.0,0.0,0.0026769638,0.26769638,0.0026769638,0.00160617828,0.8,False,SUPPORTED,0.8,0.241499099728,24.15,37,0,07:00-11:00
TASK-00210,SEG-018,Electrical,5.66,07:00-11:00,4,0.0,0.0,0.0,0.0021221638,0.21221638,0.0021221638,0.00127329828,0.8,False,SUPPORTED,0.8,0.241188411728,24.12,39,0,07:00-11:00
TASK-00213,SEG-018,Electrical,2.5,07:00-11:00,4,0.0,0.0,0.0,0.0021221638,0.21221638,0.0021221638,0.00127329828,0.8,False,SUPPORTED,0.8,0.241188411728,24.12,41,0,07:00-11:00
TASK-00207,SEG-018,Electrical,4.3,07:00-11:00,4,0.0,0.0,0.0,0.0021221638,0.21221638,0.0021221638,0.00127329828,0.8,False,SUPPORTED,0.8,0.241188411728,24.12,38,0,07:00-11:00
TASK-00215,SEG-018,Electrical,6.28,07:00-11:00,4,0.0,0.0,0.0,0.0021221638,0.21221638,0.0021221638,0.00127329828,0.8,False,SUPPORTED,0.8,0.241188411728,24.12,42,0,07:00-11:00
TASK-00212,SEG-018,Electrical,2.32,07:00-11:00,4,0.0,0.0,0.0,0.0021221638,0.21221638,0.0021221638,0.00127329828,0.8,False,SUPPORTED,0.8,0.241188411728,24.12,40,0,07:00-11:00
TASK-00360,SEG-030,Electrical,2.16,07:00-11:00,4,0.0,0.0,0.0,0.0018312335,0.18312335,0.0018312335,0.0010987401,0.8,False,SUPPORTED,0.8,0.24102549076,24.1,43,0,07:00-11:00
TASK-00402,SEG-034,S&T,5.94,07:00-11:00,4,0.0,0.0,0.0,0.0017865896,0.17865896,0.0017865896,0.00107195376,0.8,False,SUPPORTED,0.8,0.24100049017599998,24.1,44,0,07:00-11:00
TASK-00391,SEG-033,S&T,2.97,07:00-11:00,4,0.0,0.0,0.0,0.0013402104,0.13402104,0.0013402104,0.00080412624,0.8,False,SUPPORTED,0.8,0.240750517824,24.08,45,0,07:00-11:00
TASK-00395,SEG-033,S&T,3.78,07:00-11:00,4,0.0,0.0,0.0,0.0013402104,0.13402104,0.0013402104,0.00080412624,0.8,False,SUPPORTED,0.8,0.240750517824,24.08,46,0,07:00-11:00
TASK-00106,SEG-009,S&T,3.42,07:00-11:00,4,1.0,0.0,0.0,0.0011402369,0.114023685,0.00114023685,0.0006841421249999999,0.8,False,SUPPORTED,0.8,0.24063853264875001,24.06,48,0,07:00-11:00
TASK-00105,SEG-009,S&T,8.0,07:00-11:00,4,1.0,0.0,0.0,0.0011402369,0.114023685,0.00114023685,0.0006841421249999999,0.8,False,SUPPORTED,0.8,0.24063853264875001,24.06,47,0,07:00-11:00
TASK-00377,SEG-031,Engineering,5.22,07:00-11:00,4,1.0,0.0,0.0,0.0010365844,0.10365844,0.0010365844,0.00062195064,0.8,False,SUPPORTED,0.8,0.240580487264,24.06,54,0,07:00-11:00
TASK-00416,SEG-035,Electrical,3.59,07:00-11:00,4,0.0,0.0,0.0,0.0009829998,0.09829998,0.0009829997999999999,0.00058979988,0.8,False,SUPPORTED,0.8,0.24055047988799996,24.06,55,0,07:00-11:00
TASK-00108,SEG-009,S&T,6.54,07:00-11:00,4,1.0,0.0,0.0,0.0011402369,0.114023685,0.00114023685,0.0006841421249999999,0.8,False,SUPPORTED,0.8,0.24063853264875001,24.06,50,0,07:00-11:00
TASK-00110,SEG-009,S&T,2.13,07:00-11:00,4,1.0,0.0,0.0,0.0011402369,0.114023685,0.00114023685,0.0006841421249999999,0.8,False,SUPPORTED,0.8,0.24063853264875001,24.06,51,0,07:00-11:00
TASK-00107,SEG-009,S&T,1.55,07:00-11:00,4,1.0,0.0,0.0,0.0011402369,0.114023685,0.00114023685,0.0006841421249999999,0.8,False,SUPPORTED,0.8,0.24063853264875001,24.06,49,0,07:00-11:00
TASK-00370,SEG-031,Engineering,6.57,07:00-11:00,4,1.0,0.0,0.0,0.0010365844,0.10365844,0.0010365844,0.00062195064,0.8,False,SUPPORTED,0.8,0.240580487264,24.06,52,0,07:00-11:00
TASK-00372,SEG-031,Engineering,5.05,07:00-11:00,4,1.0,0.0,0.0,0.0010365844,0.10365844,0.0010365844,0.00062195064,0.8,False,SUPPORTED,0.8,0.240580487264,24.06,53,0,07:00-11:00
TASK-00085,SEG-007,Engineering,6.09,07:00-11:00,4,2.0,0.0,0.0,0.00095802546,0.095802546,0.00095802546,0.000574815276,0.8,False,SUPPORTED,0.8,0.2405364942576,24.05,58,0,07:00-11:00
TASK-00204,SEG-017,Electrical,3.82,07:00-11:00,4,0.0,0.0,0.0,0.00095802546,0.095802546,0.00095802546,0.000574815276,0.8,False,SUPPORTED,0.8,0.2405364942576,24.05,65,0,07:00-11:00
TASK-00475,SEG-040,S&T,6.39,07:00-11:00,4,1.0,0.0,0.0,0.0008919239,0.08919239,0.0008919239,0.00053515434,0.8,False,SUPPORTED,0.8,0.240499477384,24.05,67,0,07:00-11:00
TASK-00471,SEG-040,S&T,2.13,07:00-11:00,4,1.0,0.0,0.0,0.0008919239,0.08919239,0.0008919239,0.00053515434,0.8,False,SUPPORTED,0.8,0.240499477384,24.05,66,0,07:00-11:00
TASK-00476,SEG-040,S&T,2.98,07:00-11:00,4,1.0,0.0,0.0,0.0008919239,0.08919239,0.0008919239,0.00053515434,0.8,False,SUPPORTED,0.8,0.240499477384,24.05,68,0,07:00-11:00
TASK-00112,SEG-010,S&T,2.36,07:00-11:00,4,0.0,0.0,0.0,0.00092047453,0.09204745,0.0009204745000000001,0.000552284709,0.8,False,SUPPORTED,0.8,0.24051546572764998,24.05,59,0,07:00-11:00
TASK-00122,SEG-010,S&T,4.15,07:00-11:00,4,0.0,0.0,0.0,0.00092047453,0.09204745,0.0009204745000000001,0.000552284709,0.8,False,SUPPORTED,0.8,0.24051546572764998,24.05,60,0,07:00-11:00
TASK-00502,SEG-042,Electrical,4.88,07:00-11:00,4,1.0,0.0,0.0,0.0008919239,0.08919239,0.0008919239,0.00053515434,0.8,False,SUPPORTED,0.8,0.240499477384,24.05,70,0,07:00-11:00
TASK-00193,SEG-016,S&T,7.61,07:00-11:00,4,0.0,0.0,0.0,0.0008919239,0.08919239,0.0008919239,0.00053515434,0.8,False,SUPPORTED,0.8,0.240499477384,24.05,64,0,07:00-11:00
TASK-00191,SEG-016,S&T,1.75,07:00-11:00,4,0.0,0.0,0.0,0.0008919239,0.08919239,0.0008919239,0.00053515434,0.8,False,SUPPORTED,0.8,0.240499477384,24.05,62,0,07:00-11:00
TASK-00192,SEG-016,S&T,5.5,07:00-11:00,4,0.0,0.0,0.0,0.0008919239,0.08919239,0.0008919239,0.00053515434,0.8,False,SUPPORTED,0.8,0.240499477384,24.05,63,0,07:00-11:00
TASK-00184,SEG-016,S&T,5.91,07:00-11:00,4,0.0,0.0,0.0,0.0008919239,0.08919239,0.0008919239,0.00053515434,0.8,False,SUPPORTED,0.8,0.240499477384,24.05,61,0,07:00-11:00
TASK-00550,SEG-046,S&T,4.8,07:00-11:00,4,0.0,0.0,0.0,0.0009598136,0.09598136,0.0009598136,0.00057588816,0.8,False,SUPPORTED,0.8,0.240537495616,24.05,71,0,07:00-11:00
TASK-00080,SEG-007,Engineering,7.15,07:00-11:00,4,2.0,0.0,0.0,0.00095802546,0.095802546,0.00095802546,0.000574815276,0.8,False,SUPPORTED,0.8,0.2405364942576,24.05,57,0,07:00-11:00
TASK-00075,SEG-007,Engineering,6.84,07:00-11:00,4,2.0,0.0,0.0,0.00095802546,0.095802546,0.00095802546,0.000574815276,0.8,False,SUPPORTED,0.8,0.2405364942576,24.05,56,0,07:00-11:00
TASK-00479,SEG-040,S&T,7.67,07:00-11:00,4,1.0,0.0,0.0,0.0008919239,0.08919239,0.0008919239,0.00053515434,0.8,False,SUPPORTED,0.8,0.240499477384,24.05,69,0,07:00-11:00
TASK-00156,SEG-013,Engineering,4.08,07:00-11:00,4,0.0,0.0,0.0,0.0007721782,0.07721782,0.0007721782000000001,0.00046330692,0.8,False,SUPPORTED,0.8,0.24043241979199997,24.04,72,0,07:00-11:00
TASK-00278,SEG-024,Electrical,4.4,07:00-11:00,4,2.0,0.0,0.0,0.00074899197,0.0748992,0.000748992,0.000449395191,0.8,False,SUPPORTED,0.8,0.24041943551235,24.04,73,0,07:00-11:00
TASK-00283,SEG-024,Electrical,3.74,07:00-11:00,4,2.0,0.0,0.0,0.00074899197,0.0748992,0.000748992,0.000449395191,0.8,False,SUPPORTED,0.8,0.24041943551235,24.04,74,0,07:00-11:00
TASK-00323,SEG-027,S&T,1.8,07:00-11:00,4,0.0,0.0,0.0,0.00050771236,0.050771236,0.00050771236,0.000304627416,0.8,False,SUPPORTED,0.8,0.2402843189216,24.03,94,0,07:00-11:00
TASK-00318,SEG-027,S&T,3.24,07:00-11:00,4,0.0,0.0,0.0,0.00050771236,0.050771236,0.00050771236,0.000304627416,0.8,False,SUPPORTED,0.8,0.2402843189216,24.03,92,0,07:00-11:00
TASK-00422,SEG-036,Electrical,1.51,07:00-11:00,4,0.0,0.0,0.0,0.00048089027,0.048089027,0.00048089027,0.00028853416199999996,0.8,False,SUPPORTED,0.8,0.2402692985512,24.03,95,0,07:00-11:00
TASK-00559,SEG-047,Electrical,6.86,07:00-11:00,4,1.0,0.0,0.0,0.00050771236,0.050771236,0.00050771236,0.000304627416,0.8,False,SUPPORTED,0.8,0.2402843189216,24.03,102,0,07:00-11:00
TASK-00557,SEG-047,Electrical,3.93,07:00-11:00,4,1.0,0.0,0.0,0.00050771236,0.050771236,0.00050771236,0.000304627416,0.8,False,SUPPORTED,0.8,0.2402843189216,24.03,101,0,07:00-11:00
TASK-00317,SEG-027,S&T,7.47,07:00-11:00,4,0.0,0.0,0.0,0.00050771236,0.050771236,0.00050771236,0.000304627416,0.8,False,SUPPORTED,0.8,0.2402843189216,24.03,91,0,07:00-11:00
TASK-00430,SEG-036,Electrical,4.44,07:00-11:00,4,0.0,0.0,0.0,0.00048089027,0.048089027,0.00048089027,0.00028853416199999996,0.8,False,SUPPORTED,0.8,0.2402692985512,24.03,97,0,07:00-11:00
TASK-00320,SEG-027,S&T,4.13,07:00-11:00,4,0.0,0.0,0.0,0.00050771236,0.050771236,0.00050771236,0.000304627416,0.8,False,SUPPORTED,0.8,0.2402843189216,24.03,93,0,07:00-11:00
TASK-00316,SEG-027,S&T,1.61,07:00-11:00,4,0.0,0.0,0.0,0.00050771236,0.050771236,0.00050771236,0.000304627416,0.8,False,SUPPORTED,0.8,0.2402843189216,24.03,90,0,07:00-11:00
TASK-00446,SEG-038,Engineering,3.11,07:00-11:00,4,3.0,0.0,0.0,0.0004594326,0.04594326,0.0004594326,0.00027565955999999997,0.8,False,SUPPORTED,0.8,0.240257282256,24.03,99,0,07:00-11:00
TASK-00423,SEG-036,Electrical,4.94,07:00-11:00,4,0.0,0.0,0.0,0.00048089027,0.048089027,0.00048089027,0.00028853416199999996,0.8,False,SUPPORTED,0.8,0.2402692985512,24.03,96,0,07:00-11:00
TASK-00244,SEG-021,S&T,5.42,07:00-11:00,4,1.0,0.0,0.0,0.00050771236,0.050771236,0.00050771236,0.000304627416,0.8,False,SUPPORTED,0.8,0.2402843189216,24.03,85,0,07:00-11:00
TASK-00225,SEG-019,Engineering,4.31,07:00-11:00,4,1.0,0.0,0.0,0.0005059242,0.050592422,0.00050592422,0.000303554526,0.8,False,SUPPORTED,0.8,0.2402833175581,24.03,84,0,07:00-11:00
TASK-00223,SEG-019,Engineering,4.17,07:00-11:00,4,1.0,0.0,0.0,0.0005059242,0.050592422,0.00050592422,0.000303554526,0.8,False,SUPPORTED,0.8,0.2402833175581,24.03,83,0,07:00-11:00
TASK-00123,SEG-011,Electrical,7.06,07:00-11:00,4,0.0,0.0,0.0,0.00050771236,0.050771236,0.00050771236,0.000304627416,0.8,False,SUPPORTED,0.8,0.2402843189216,24.03,75,0,07:00-11:00
TASK-00587,SEG-049,Engineering,5.01,07:00-11:00,4,0.0,0.0,0.0,0.0005059242,0.050592422,0.00050592422,0.000303554526,0.8,False,SUPPORTED,0.8,0.2402833175581,24.03,104,0,07:00-11:00
TASK-00569,SEG-047,Electrical,5.21,07:00-11:00,4,1.0,0.0,0.0,0.00050771236,0.050771236,0.00050771236,0.000304627416,0.8,False,SUPPORTED,0.8,0.2402843189216,24.03,103,0,07:00-11:00
TASK-00135,SEG-011,Electrical,2.32,07:00-11:00,4,0.0,0.0,0.0,0.00050771236,0.050771236,0.00050771236,0.000304627416,0.8,False,SUPPORTED,0.8,0.2402843189216,24.03,78,0,07:00-11:00
TASK-00175,SEG-015,S&T,5.37,07:00-11:00,4,1.0,0.0,0.0,0.00050771236,0.050771236,0.00050771236,0.000304627416,0.8,False,SUPPORTED,0.8,0.2402843189216,24.03,81,0,07:00-11:00
TASK-00128,SEG-011,Electrical,7.08,07:00-11:00,4,0.0,0.0,0.0,0.00050771236,0.050771236,0.00050771236,0.000304627416,0.8,False,SUPPORTED,0.8,0.2402843189216,24.03,76,0,07:00-11:00
TASK-00432,SEG-036,Electrical,4.08,07:00-11:00,4,0.0,0.0,0.0,0.00048089027,0.048089027,0.00048089027,0.00028853416199999996,0.8,False,SUPPORTED,0.8,0.2402692985512,24.03,98,0,07:00-11:00
TASK-00245,SEG-021,S&T,4.88,07:00-11:00,4,1.0,0.0,0.0,0.00050771236,0.050771236,0.00050771236,0.000304627416,0.8,False,SUPPORTED,0.8,0.2402843189216,24.03,86,0,07:00-11:00
TASK-00269,SEG-023,Electrical,5.71,07:00-11:00,4,0.0,0.0,0.0,0.00050771236,0.050771236,0.00050771236,0.000304627416,0.8,False,SUPPORTED,0.8,0.2402843189216,24.03,89,0,07:00-11:00
TASK-00249,SEG-021,S&T,7.79,07:00-11:00,4,1.0,0.0,0.0,0.00050771236,0.050771236,0.00050771236,0.000304627416,0.8,False,SUPPORTED,0.8,0.2402843189216,24.03,88,0,07:00-11:00
TASK-00247,SEG-021,S&T,3.45,07:00-11:00,4,1.0,0.0,0.0,0.00050771236,0.050771236,0.00050771236,0.000304627416,0.8,False,SUPPORTED,0.8,0.2402843189216,24.03,87,0,07:00-11:00
TASK-00177,SEG-015,S&T,5.86,07:00-11:00,4,1.0,0.0,0.0,0.00050771236,0.050771236,0.00050771236,0.000304627416,0.8,False,SUPPORTED,0.8,0.2402843189216,24.03,82,0,07:00-11:00
TASK-00173,SEG-015,S&T,5.91,07:00-11:00,4,1.0,0.0,0.0,0.00050771236,0.050771236,0.00050771236,0.000304627416,0.8,False,SUPPORTED,0.8,0.2402843189216,24.03,79,0,07:00-11:00
TASK-00174,SEG-015,S&T,2.03,07:00-11:00,4,1.0,0.0,0.0,0.00050771236,0.050771236,0.00050771236,0.000304627416,0.8,False,SUPPORTED,0.8,0.2402843189216,24.03,80,0,07:00-11:00
TASK-00541,SEG-045,S&T,2.36,07:00-11:00,4,0.0,0.0,0.0,0.00050771236,0.050771236,0.00050771236,0.000304627416,0.8,False,SUPPORTED,0.8,0.2402843189216,24.03,100,0,07:00-11:00
TASK-00130,SEG-011,Electrical,3.6,07:00-11:00,4,0.0,0.0,0.0,0.00050771236,0.050771236,0.00050771236,0.000304627416,0.8,False,SUPPORTED,0.8,0.2402843189216,24.03,77,0,07:00-11:00
TASK-00257,SEG-022,S&T,2.29,07:00-11:00,4,0.0,0.0,0.0,0.00039690733,0.039690733,0.00039690733,0.00023814439799999998,0.8,False,SUPPORTED,0.8,0.2402222681048,24.02,112,0,07:00-11:00
TASK-00255,SEG-022,S&T,4.65,07:00-11:00,4,0.0,0.0,0.0,0.00039690733,0.039690733,0.00039690733,0.00023814439799999998,0.8,False,SUPPORTED,0.8,0.2402222681048,24.02,111,0,07:00-11:00
TASK-00261,SEG-022,S&T,3.01,07:00-11:00,4,0.0,0.0,0.0,0.00039690733,0.039690733,0.00039690733,0.00023814439799999998,0.8,False,SUPPORTED,0.8,0.2402222681048,24.02,113,0,07:00-11:00
TASK-00062,SEG-006,Electrical,7.62,07:00-11:00,4,0.0,0.0,0.0,0.00039690733,0.039690733,0.00039690733,0.00023814439799999998,0.8,False,SUPPORTED,0.8,0.2402222681048,24.02,105,0,07:00-11:00
TASK-00311,SEG-026,Engineering,6.26,07:00-11:00,4,0.0,0.0,0.0,0.00039690733,0.039690733,0.00039690733,0.00023814439799999998,0.8,False,SUPPORTED,0.8,0.2402222681048,24.02,114,0,07:00-11:00
TASK-00312,SEG-026,Engineering,7.94,07:00-11:00,4,0.0,0.0,0.0,0.00039690733,0.039690733,0.00039690733,0.00023814439799999998,0.8,False,SUPPORTED,0.8,0.2402222681048,24.02,115,0,07:00-11:00
TASK-00089,SEG-008,Engineering,4.4,07:00-11:00,4,1.0,0.0,0.0,0.00039690733,0.039690733,0.00039690733,0.00023814439799999998,0.8,False,SUPPORTED,0.8,0.2402222681048,24.02,108,0,07:00-11:00
TASK-00098,SEG-008,Engineering,4.32,07:00-11:00,4,1.0,0.0,0.0,0.00039690733,0.039690733,0.00039690733,0.00023814439799999998,0.8,False,SUPPORTED,0.8,0.2402222681048,24.02,109,0,07:00-11:00
TASK-00071,SEG-006,Electrical,2.47,07:00-11:00,4,0.0,0.0,0.0,0.00039690733,0.039690733,0.00039690733,0.00023814439799999998,0.8,False,SUPPORTED,0.8,0.2402222681048,24.02,106,0,07:00-11:00
TASK-00099,SEG-008,Engineering,6.01,07:00-11:00,4,1.0,0.0,0.0,0.00039690733,0.039690733,0.00039690733,0.00023814439799999998,0.8,False,SUPPORTED,0.8,0.2402222681048,24.02,110,0,07:00-11:00
TASK-00086,SEG-008,Engineering,3.99,07:00-11:00,4,1.0,0.0,0.0,0.00039690733,0.039690733,0.00039690733,0.00023814439799999998,0.8,False,SUPPORTED,0.8,0.2402222681048,24.02,107,0,07:00-11:00
TASK-00598,SEG-050,Engineering,4.97,07:00-11:00,4,0.0,0.0,0.0,0.00039690733,0.039690733,0.00039690733,0.00023814439799999998,0.8,False,SUPPORTED,0.8,0.2402222681048,24.02,116,0,07:00-11:00
TASK-00599,SEG-050,Engineering,2.44,07:00-11:00,4,0.0,0.0,0.0,0.00039690733,0.039690733,0.00039690733,0.00023814439799999998,0.8,False,SUPPORTED,0.8,0.2402222681048,24.02,117,0,07:00-11:00
TASK-00600,SEG-050,Engineering,5.1,07:00-11:00,4,0.0,0.0,0.0,0.00039690733,0.039690733,0.00039690733,0.00023814439799999998,0.8,False,SUPPORTED,0.8,0.2402222681048,24.02,118,0,07:00-11:00
TASK-00601,SEG-050,Engineering,5.06,07:00-11:00,4,0.0,0.0,0.0,0.00039690733,0.039690733,0.00039690733,0.00023814439799999998,0.8,False,SUPPORTED,0.8,0.2402222681048,24.02,119,0,07:00-11:00
TASK-00602,SEG-050,Engineering,4.18,07:00-11:00,4,0.0,0.0,0.0,0.00039690733,0.039690733,0.00039690733,0.00023814439799999998,0.8,False,SUPPORTED,0.8,0.2402222681048,24.02,120,0,07:00-11:00
TASK-00494,SEG-041,Electrical,7.47,07:00-11:00,4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,False,SUPPORTED,0.8,0.24,24.0,126,0,07:00-11:00
TASK-00489,SEG-041,Electrical,2.37,07:00-11:00,4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,False,SUPPORTED,0.8,0.24,24.0,123,0,07:00-11:00
TASK-00490,SEG-041,Electrical,5.43,07:00-11:00,4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,False,SUPPORTED,0.8,0.24,24.0,124,0,07:00-11:00
TASK-00493,SEG-041,Electrical,2.75,07:00-11:00,4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,False,SUPPORTED,0.8,0.24,24.0,125,0,07:00-11:00
TASK-00484,SEG-041,Electrical,5.16,07:00-11:00,4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,False,SUPPORTED,0.8,0.24,24.0,122,0,07:00-11:00
